PeakID (cmd=annotatePeaks.pl HIOE_RFX6/HIOE_RFX6_0917input_0.05peaks.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr12-3	chr12	25347862	25348316	+	209.1	0.977	promoter-TSS (NM_001204101)	promoter-TSS (NM_001204101)	5	NM_001352064	55259	Hs.407771	NM_018272	ENSG00000118307	CASC1	LAS1|PPP1R54	cancer susceptibility 1	protein-coding
chr1-15	chr1	20834472	20834926	+	207.9	0.960	promoter-TSS (NM_024544)	promoter-TSS (NM_024544)	-55	NM_024544	79594	Hs.10101	NM_024544	ENSG00000090432	MUL1	C1orf166|GIDE|MAPL|MULAN|RNF218	mitochondrial E3 ubiquitin protein ligase 1	protein-coding
chr1-11	chr1	15416862	15417316	+	207.9	0.952	intron (NM_201628, intron 8 of 14)	intron (NM_201628, intron 8 of 14)	61871	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA
chr17-9	chr17	46089518	46089972	+	206.6	0.966	Intergenic	CpG	-20503	NR_162100	113218499		NR_162100		MIR10226	-	microRNA 10226	ncRNA
chr1-12	chr1	204319959	204320413	+	206.6	0.931	intron (NM_014935, intron 1 of 22)	intron (NM_014935, intron 1 of 22)	8871	NM_014935	22874	Hs.253146	NM_014935	ENSG00000143850	PLEKHA6	PEPP-3|PEPP3	pleckstrin homology domain containing A6	protein-coding
chr12-4	chr12	55814428	55814882	+	205.4	0.799	Intergenic	L1PA14|LINE|L1	-5383	NM_001005183	390326	Hs.553764	NM_001005183	ENSG00000185821	OR6C76	-	olfactory receptor family 6 subfamily C member 76	protein-coding
chr19-13	chr19	16606968	16607422	+	205.4	0.960	promoter-TSS (NM_001288834)	promoter-TSS (NM_001288834)	-10	NM_032207	84167	Hs.631627	NM_032207	ENSG00000105072	C19orf44	-	chromosome 19 open reading frame 44	protein-coding
chr9-5	chr9	132175824	132176278	+	204.1	0.854	Intergenic	CpG	-74888	NR_038955	100506190	Hs.529860	NR_038955		LINC00963	MetaLnc9	long intergenic non-protein coding RNA 963	ncRNA
chr10-10	chr10	88512079	88512533	+	204.1	0.965	Intergenic	Intergenic	-4090	NM_004329	657	Hs.524477	NM_004329	ENSG00000107779	BMPR1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	bone morphogenetic protein receptor type 1A	protein-coding
chr3-9	chr3	48470853	48471307	+	201.6	0.866	promoter-TSS (NM_002673)	promoter-TSS (NM_002673)	-208	NM_002673	5364	Hs.476209	NM_002673	ENSG00000164050	PLXNB1	PLEXIN-B1|PLXN5|SEP	plexin B1	protein-coding
chr2-10	chr2	7017698	7018152	+	200.3	0.842	promoter-TSS (NM_080657)	promoter-TSS (NM_080657)	17	NM_080657	91543	Hs.17518	NM_080657	ENSG00000134321	RSAD2	2510004L01Rik|cig33|cig5|vig1	radical S-adenosyl methionine domain containing 2	protein-coding
chr14-9	chr14	35590895	35591349	+	199.1	0.958	promoter-TSS (NM_014672)	promoter-TSS (NM_014672)	626	NM_001305155	55012	Hs.530712	NM_017917	ENSG00000092020	PPP2R3C	C14orf10|G4-1|G5pr|GDRM|SPGF36	protein phosphatase 2 regulatory subunit B''gamma	protein-coding
chr19-15	chr19	19774613	19775067	+	197.8	0.958	promoter-TSS (NM_020410)	promoter-TSS (NM_020410)	-355	NM_020410	57130	Hs.501794	NM_020410	ENSG00000105726	ATP13A1	ATP13A|CGI-152	ATPase 13A1	protein-coding
chr1-13	chr1	110163417	110163871	+	195.3	0.959	promoter-TSS (NM_004037)	promoter-TSS (NM_004037)	108	NM_001308170	271	Hs.82927	NM_004037	ENSG00000116337	AMPD2	PCH9|SPG63	adenosine monophosphate deaminase 2	protein-coding
chr19-19	chr19	16844707	16845161	+	194.0	0.969	intron (NM_001290355, intron 4 of 20)	intron (NM_001290355, intron 4 of 20)	2931	NM_001347994	284434	Hs.406014	NM_001007525	ENSG00000188039	NWD1	-	NACHT and WD repeat domain containing 1	protein-coding
chr14-7	chr14	77791275	77791729	+	194.0	0.922	intron (NM_145871, intron 2 of 7)	intron (NM_145871, intron 2 of 7)	620	NM_001363703	2954	Hs.655292	NM_001513	ENSG00000100577	GSTZ1	GSTZ1-1|MAAI|MAAID|MAI	glutathione S-transferase zeta 1	protein-coding
chr16-10	chr16	52102325	52102779	+	194.0	0.975	intron (NM_001242473, intron 1 of 5)	intron (NM_001242473, intron 1 of 5)	5295	NM_001242473	388276	Hs.534669	NM_001242473		C16orf97	-	chromosome 16 open reading frame 97	protein-coding
chr16-8	chr16	1660457	1660911	+	192.8	0.963	TTS (NR_135176)	TTS (NR_135176)	1389	NM_014714	9742	Hs.389438	NM_014714	ENSG00000187535	IFT140	MZSDS|RP80|SRTD9|WDTC2|c305C8.4|c380F5.1|gs114	intraflagellar transport 140	protein-coding
chr11-6	chr11	120894483	120894937	+	192.8	0.963	promoter-TSS (NM_001363644)	promoter-TSS (NM_001363644)	-71	NM_001130047	219899	Hs.504136	NM_152715	ENSG00000154114	TBCEL	El|LRRC35	tubulin folding cofactor E like	protein-coding
chr3-10	chr3	47323848	47324302	+	191.5	0.950	promoter-TSS (NM_025010)	promoter-TSS (NM_025010)	214	NM_022342	64147	Hs.373947	NM_022342	ENSG00000088727	KIF9	-	kinesin family member 9	protein-coding
chr12-6	chr12	6404280	6404734	+	191.5	0.922	Intergenic	Intergenic	-15095	NM_018173	55200	Hs.631660	NM_018173	ENSG00000008323	PLEKHG6	MyoGEF	pleckstrin homology and RhoGEF domain containing G6	protein-coding
chr4-4	chr4	87515057	87515511	+	191.5	0.963	promoter-TSS (NM_080685)	promoter-TSS (NM_080685)	-184	NM_080685	5783	Hs.436142	NM_006264	ENSG00000163629	PTPN13	FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E	protein tyrosine phosphatase non-receptor type 13	protein-coding
chr3-12	chr3	134320923	134321377	+	190.2	0.975	3' UTR (NM_178554, exon 11 of 11)	3' UTR (NM_178554, exon 11 of 11)	48710	NM_001366276	339855	Hs.146730	NM_178554	ENSG00000174611	KY	MFM7	kyphoscoliosis peptidase	protein-coding
chr5-2	chr5	121297266	121297720	+	190.2	0.929	promoter-TSS (NM_152546)	promoter-TSS (NM_152546)	-177	NM_152546	153443	Hs.107622	NM_152546	ENSG00000151304	SRFBP1	BUD22|P49|Rlb1|STRAP|p49/STRAP	serum response factor binding protein 1	protein-coding
chr7-8	chr7	97977909	97978363	+	189.0	0.939	intron (NM_018842, intron 3 of 13)	MIRc|SINE|MIR	52266	NM_018842	55971	Hs.656063	NM_018842	ENSG00000006453	BAIAP2L1	IRTKS	BAI1 associated protein 2 like 1	protein-coding
chr15-1	chr15	82554930	82555384	+	189.0	0.969	promoter-TSS (NR_145958)	promoter-TSS (NR_145958)	-2	NM_001008226	283726	Hs.459117	NM_001008226	ENSG00000188659	SAXO2	FAM154B	stabilizer of axonemal microtubules 2	protein-coding
chr4-3	chr4	13486097	13486551	+	189.0	0.886	promoter-TSS (NM_001159601)	promoter-TSS (NM_001159601)	-335	NM_001159601	9364	Hs.656060	NM_004249	ENSG00000157869	RAB28	CORD18	RAB28, member RAS oncogene family	protein-coding
chr2-12	chr2	173205823	173206277	+	189.0	0.944	Intergenic	Intergenic	-86014	NM_001316306	3655	Hs.133397	NM_000210	ENSG00000091409	ITGA6	CD49f|ITGA6B|VLA-6	integrin subunit alpha 6	protein-coding
chr10-11	chr10	60290772	60291226	+	187.7	0.943	intron (NM_001080512, intron 1 of 20)	intron (NM_001080512, intron 1 of 20)	18367	NM_001080512	80114	Hs.100261	NM_001080512	ENSG00000122870	BICC1	BICC|CYSRD	BicC family RNA binding protein 1	protein-coding
chr11-7	chr11	133896463	133896917	+	187.7	0.823	Intergenic	Intergenic	-5477	NR_027276	100128239	Hs.423734	NR_027276	ENSG00000204241	LINC02731	-	long intergenic non-protein coding RNA 2731	ncRNA
chr7-9	chr7	102715062	102715516	+	186.5	0.970	promoter-TSS (NM_001161009)	promoter-TSS (NM_001161009)	-39	NM_001161011	83787	Hs.287412	NM_031905	ENSG00000170632	ARMC10	PNAS-112|PNAS112|PSEC0198|SVH	armadillo repeat containing 10	protein-coding
chr17-10	chr17	617960	618414	+	186.5	0.969	promoter-TSS (NM_001366254)	promoter-TSS (NM_001366254)	-108	NM_001366253	55275	Hs.461819	NM_018289	ENSG00000141252	VPS53	HCCS1|PCH2E|hVps53L|pp13624	VPS53 subunit of GARP complex	protein-coding
chr2-11	chr2	25194486	25194940	+	185.2	0.873	promoter-TSS (NR_034113)	promoter-TSS (NR_034113)	111	NM_016544	51277	Hs.434993	NM_016544	ENSG00000115137	DNAJC27	RBJ|RabJS	DnaJ heat shock protein family (Hsp40) member C27	protein-coding
chr19-17	chr19	54382583	54383037	+	185.2	0.944	Intergenic	CpG	-2641	NM_001316329	5582	Hs.631564	NM_002739	ENSG00000126583	PRKCG	PKC-gamma|PKCC|PKCG|PKCI(3)|PKCgamma|SCA14	protein kinase C gamma	protein-coding
chr21-2	chr21	9825641	9826095	+	183.9	0.680	promoter-TSS (NR_037421)	promoter-TSS (NR_037421)	36	NR_128711	103504731		NR_128711	ENSG00000264462	MIR3648-2	hsa-mir-3648-2	microRNA 3648-2	ncRNA
chr19-16	chr19	47742759	47743213	+	182.7	0.954	Intergenic	CpG	-7062	NM_001127242	27113	Hs.467020	NM_014417	ENSG00000105327	BBC3	JFY-1|JFY1|PUMA	BCL2 binding component 3	protein-coding
chr9-7	chr9	136017289	136017743	+	182.7	0.922	intron (NM_001042368, intron 1 of 17)	intron (NM_001042368, intron 1 of 17)	7081	NM_001042368	5900	Hs.106185	NM_006266	ENSG00000160271	RALGDS	RGDS|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	protein-coding
chr22-5	chr22	39189893	39190347	+	182.7	0.941	promoter-TSS (NM_005740)	promoter-TSS (NM_005740)	28	NM_005740	10126	Hs.632766	NM_005740	ENSG00000100246	DNAL4	MRMV3|PIG27	dynein axonemal light chain 4	protein-coding
chr12-5	chr12	76478340	76478794	+	181.4	0.929	promoter-TSS (NM_001330232)	promoter-TSS (NM_001330232)	-102	NM_139207	4673	Hs.524599	NM_004537	ENSG00000187109	NAP1L1	NAP1|NAP1L|NRP	nucleosome assembly protein 1 like 1	protein-coding
chr2-13	chr2	220071244	220071698	+	181.4	0.969	promoter-TSS (NM_001270998)	promoter-TSS (NM_001270998)	-33	NM_138802	130617	Hs.534540	NM_138802	ENSG00000158552	ZFAND2B	AIRAPL	zinc finger AN1-type containing 2B	protein-coding
chr2-17	chr2	46149645	46150099	+	181.4	0.935	intron (NM_005400, intron 2 of 14)	intron (NM_005400, intron 2 of 14)	271058	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
chr2-14	chr2	133025902	133026356	+	180.2	0.980	Intergenic	Intergenic	-10523	NR_027020	554226	Hs.380689	NM_001358416	ENSG00000163046	ANKRD30BL	ANKRD30BP3|NCRNA00164	ankyrin repeat domain 30B like	protein-coding
chr21-4	chr21	47737977	47738431	+	180.2	0.933	promoter-TSS (NM_001286463)	promoter-TSS (NM_001286463)	-70	NM_001286463	54058	Hs.236572	NM_058180	ENSG00000160298	C21orf58	-	chromosome 21 open reading frame 58	protein-coding
chr1-19	chr1	156376039	156376493	+	180.2	0.960	intron (NR_135262, intron 2 of 2)	intron (NR_135262, intron 2 of 2)	13955	NR_029691	407046		NR_029691	ENSG00000207933	MIR9-1	MIRN9-1|hsa-mir-9-1|miRNA9-1|mir-9-1	microRNA 9-1	ncRNA
chr1-14	chr1	26799433	26799887	+	180.2	0.962	intron (NM_005517, intron 1 of 5)	CpG	729	NM_005517	3151	Hs.181163	NM_005517	ENSG00000198830	HMGN2	HMG17	high mobility group nucleosomal binding domain 2	protein-coding
chr16-12	chr16	71598622	71599076	+	180.2	0.966	promoter-TSS (NR_103852)	promoter-TSS (NR_103852)	-70	NR_103852	100132529	Hs.710296	NR_103851	ENSG00000260886	TAT-AS1	-	TAT antisense RNA 1	ncRNA
chr20-3	chr20	19738362	19738816	+	180.2	0.907	Intergenic	CpG	-128576	NM_001242581	54453	Hs.472270	NM_018993	ENSG00000132669	RIN2	MACS|RASSF4	Ras and Rab interactor 2	protein-coding
chr17-11	chr17	2831657	2832111	+	180.2	0.882	intron (NM_001100398, intron 3 of 23)	intron (NM_001100398, intron 3 of 23)	37305	NR_110818	101927911	Hs.626373	NR_110818	ENSG00000262884	LOC101927911	-	uncharacterized LOC101927911	ncRNA
chr10-13	chr10	29228740	29229194	+	178.9	0.980	Intergenic	Intergenic	93630	NM_001278522	283080		NM_001278522		C10orf126	bA492M23.1	chromosome 10 open reading frame 126	protein-coding
chr5-3	chr5	34839025	34839479	+	178.9	0.925	promoter-TSS (NM_001317949)	promoter-TSS (NM_001317949)	-17	NM_144725	153657	Hs.435742	NM_144725	ENSG00000205838	TTC23L	MC25-1	tetratricopeptide repeat domain 23 like	protein-coding
chr14-8	chr14	91716477	91716931	+	178.9	0.943	intron (NM_001348437, intron 1 of 2)	intron (NM_001348437, intron 1 of 2)	3520	NM_003485	8111	Hs.8882	NM_003485	ENSG00000119714	GPR68	AI2A6|GPR12A|OGR1	G protein-coupled receptor 68	protein-coding
chr10-12	chr10	112678726	112679180	+	177.6	0.904	promoter-TSS (NM_001195306)	promoter-TSS (NM_001195306)	171	NM_001195304	92482	Hs.232543	NM_001195304	ENSG00000214413	BBIP1	BBIP10|BBS18|NCRNA00081|bA348N5.3	BBSome interacting protein 1	protein-coding
chr17-13	chr17	72055639	72056093	+	177.6	0.948	Intergenic	Intergenic	-143951	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
chr2-15	chr2	48541520	48541974	+	176.4	0.946	promoter-TSS (NM_002158)	promoter-TSS (NM_002158)	-74	NM_002158	3344	Hs.468478	NM_002158	ENSG00000170802	FOXN2	HTLF	forkhead box N2	protein-coding
chr15-2	chr15	69832870	69833324	+	175.1	0.966	Intergenic	Intergenic	-20962	NR_026979	145837	Hs.410126	NR_026979		DRAIC	-	downregulated RNA in cancer, inhibitor of cell invasion and migration	ncRNA
chr20-4	chr20	46782282	46782736	+	175.1	0.953	Intergenic	Intergenic	-163648	NR_110027	101927457	Hs.445823	NR_110027		LINC01522	-	long intergenic non-protein coding RNA 1522	ncRNA
chr1-16	chr1	15466254	15466708	+	175.1	0.893	intron (NR_027136, intron 1 of 4)	intron (NR_027136, intron 1 of 4)	12479	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA
chr17-12	chr17	64188160	64188614	+	173.9	0.910	promoter-TSS (NM_001199165)	promoter-TSS (NM_001199165)	-136	NM_001353128	201134	Hs.408676	NM_145036	ENSG00000154240	CEP112	CCDC46|MACOCO	centrosomal protein 112	protein-coding
chr16-11	chr16	88809175	88809629	+	173.9	0.925	non-coding (NR_120387, exon 1 of 3)	non-coding (NR_120387, exon 1 of 3)	227	NR_120387	339059	Hs.449817	NR_120387	ENSG00000182376	LOC339059	-	uncharacterized LOC339059	ncRNA
chr5-4	chr5	58145719	58146173	+	173.9	0.952	intron (NM_138453, intron 4 of 4)	intron (NM_138453, intron 4 of 4)	149779	NM_001197223	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
chr16-13	chr16	48560648	48561102	+	172.6	0.887	Intergenic	Intergenic	83216	NM_153029	9683	Hs.511839	NM_153029	ENSG00000102921	N4BP1	-	NEDD4 binding protein 1	protein-coding
chr7-10	chr7	1016598	1017052	+	170.1	0.789	TTS (NR_156697)	TTS (NR_156697)	-1640	NM_001031617	90639	Hs.121593	NM_001031617	ENSG00000240230	COX19	-	cytochrome c oxidase assembly factor COX19	protein-coding
chr7-11	chr7	157822245	157822699	+	170.1	0.859	intron (NM_001308268, intron 11 of 22)	intron (NM_001308268, intron 11 of 22)	175195	NR_038966	100506585	Hs.661265	NR_038966		LOC100506585	-	uncharacterized LOC100506585	ncRNA
chr21-3	chr21	18885005	18885459	+	170.1	0.938	promoter-TSS (NM_001338)	promoter-TSS (NM_001338)	8	NM_001207066	1525	Hs.627078	NM_001338	ENSG00000154639	CXADR	CAR|CAR4/6|HCAR	CXADR Ig-like cell adhesion molecule	protein-coding
chr12-8	chr12	52423436	52423890	+	170.1	0.936	intron (NM_001202233, intron 1 of 7)	intron (NM_001202233, intron 1 of 7)	7047	NM_001202233	3164	Hs.524430	NM_002135	ENSG00000123358	NR4A1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	nuclear receptor subfamily 4 group A member 1	protein-coding
chr1-17	chr1	243556318	243556772	+	170.1	0.924	intron (NM_001350249, intron 13 of 17)	intron (NM_001350249, intron 13 of 17)	47067	NR_039824	100616343		NR_039824	ENSG00000265201	MIR4677	mir-4677	microRNA 4677	ncRNA
chr19-20	chr19	2328448	2328902	+	170.1	0.950	promoter-TSS (NM_001077238)	promoter-TSS (NM_001077238)	-8	NM_001077238	56928	Hs.744026	NM_152988	ENSG00000005206	SPPL2B	IMP-4|IMP4|PSH4|PSL1	signal peptide peptidase like 2B	protein-coding
chr1-18	chr1	22511682	22512136	+	170.1	0.907	Intergenic	Intergenic	-42319	NM_030761	54361	Hs.25766	NM_030761	ENSG00000162552	WNT4	SERKAL|WNT-4	Wnt family member 4	protein-coding
chr19-18	chr19	38880131	38880585	+	168.8	0.966	promoter-TSS (NR_073032)	promoter-TSS (NR_073032)	-482	NM_001042522	399473	Hs.196011	NM_001039616	ENSG00000188766	SPRED3	Eve-3|spred-3	sprouty related EVH1 domain containing 3	protein-coding
chr1-20	chr1	15573493	15573947	+	168.8	0.979	promoter-TSS (NM_052929)	promoter-TSS (NM_052929)	-1	NM_052929	114827	Hs.659997	NM_052929	ENSG00000142621	FHAD1	-	forkhead associated phosphopeptide binding domain 1	protein-coding
chr5-8	chr5	61389699	61390153	+	168.8	0.986	Intergenic	Intergenic	-212063	NM_004520	3796	Hs.558351	NM_004520	ENSG00000068796	KIF2A	CDCBM3|HK2|KIF2	kinesin family member 2A	protein-coding
chr12-7	chr12	131477045	131477499	+	167.6	0.918	intron (NR_131950, intron 1 of 2)	intron (NR_131950, intron 1 of 2)	1249	NR_131951	105755954	Hs.677534	NR_131950		ADGRD1-AS1	LACAT8	ADGRD1 antisense RNA 1	ncRNA
chr1-21	chr1	169085242	169085696	+	166.3	0.935	intron (NM_001677, intron 2 of 5)	intron (NM_001677, intron 2 of 5)	9541	NM_001677	481	Hs.291196	NM_001677	ENSG00000143153	ATP1B1	ATP1B	ATPase Na+/K+ transporting subunit beta 1	protein-coding
chr12-9	chr12	96883087	96883541	+	166.3	0.964	promoter-TSS (NM_001367885)	promoter-TSS (NM_001367885)	-41	NM_001367885	144535	Hs.382121	NM_198520	ENSG00000188596	CFAP54	C12orf55|C12orf63	cilia and flagella associated protein 54	protein-coding
chr7-12	chr7	102920521	102920975	+	166.3	0.958	promoter-TSS (NR_003561)	promoter-TSS (NR_003561)	11	NR_003561	349152	Hs.732579	NM_182634	ENSG00000170629	DPY19L2P2	-	DPY19L2 pseudogene 2	pseudo
chr11-8	chr11	1969505	1969959	+	166.3	0.956	promoter-TSS (NR_132974)	promoter-TSS (NR_132974)	-829	NR_132974	106635549		NR_132974		SNORD131	-	small nucleolar RNA, C/D box 131	snoRNA
chr22-6	chr22	51143638	51144092	+	166.3	0.908	intron (NM_033517, intron 16 of 21)	intron (NM_033517, intron 16 of 21)	30795	NM_033517	85358	Hs.149035	NM_033517	ENSG00000251322	SHANK3	DEL22q13.3|PROSAP2|PSAP2|SCZD15|SPANK-2	SH3 and multiple ankyrin repeat domains 3	protein-coding
chr1-23	chr1	154913824	154914278	+	165.0	0.950	intron (NM_001323012, intron 1 of 4)	intron (NM_001323012, intron 1 of 4)	1083	NM_001323012	10654	Hs.30954	NM_006556	ENSG00000163344	PMVK	HUMPMKI|PMK|PMKA|PMKASE|POROK1	phosphomevalonate kinase	protein-coding
chr22-9	chr22	23863980	23864434	+	165.0	0.912	Intergenic	CpG	-16082	NR_109832	101978785	Hs.575107	NR_109832		PCAT14	-	prostate cancer associated transcript 14	ncRNA
chr5-5	chr5	171212656	171213110	+	165.0	0.986	promoter-TSS (NM_001289970)	promoter-TSS (NM_001289970)	7	NM_001289970	644994	Hs.591740	NM_001289970	ENSG00000185662	SMIM23	C5orf50	small integral membrane protein 23	protein-coding
chr1-24	chr1	165567214	165567668	+	165.0	0.956	Intergenic	CpG	-16049	NR_026744	400794	Hs.374847	NR_026744	ENSG00000237463	LRRC52-AS1	-	LRRC52 antisense RNA 1	ncRNA
chr20-5	chr20	8000290	8000744	+	165.0	0.949	promoter-TSS (NM_021156)	promoter-TSS (NM_021156)	-109	NM_021156	56255	Hs.169358	NM_021156	ENSG00000125827	TMX4	DJ971N18.2|PDIA14|TXNDC13	thioredoxin related transmembrane protein 4	protein-coding
chr5-7	chr5	139623510	139623964	+	165.0	0.964	TTS (NM_002622)	TTS (NM_002622)	58949	NM_002622	5201	Hs.483564	NM_002622	ENSG00000113068	PFDN1	PDF|PFD1	prefoldin subunit 1	protein-coding
chr12-12	chr12	7013894	7014348	+	163.8	0.915	5' UTR (NM_001135217, exon 1 of 8)	5' UTR (NM_001135217, exon 1 of 8)	135	NM_006992	10233	Hs.155586	NM_006992	ENSG00000010626	LRRC23	LRPB7	leucine rich repeat containing 23	protein-coding
chr3-13	chr3	167097905	167098359	+	163.8	0.970	promoter-TSS (NM_001199202)	promoter-TSS (NM_001199202)	-47	NM_001199201	79740	Hs.478143	NM_024687	ENSG00000169064	ZBBX	-	zinc finger B-box domain containing	protein-coding
chr11-9	chr11	66049783	66050237	+	163.8	0.957	intron (NR_073078, intron 2 of 5)	CpG	4364	NM_182553	254263	Hs.437072	NM_182553	ENSG00000174871	CNIH2	CNIH-2|Cnil	cornichon family AMPA receptor auxiliary protein 2	protein-coding
chr8-5	chr8	28197037	28197491	+	162.5	0.889	intron (NM_001284244, intron 2 of 2)	intron (NM_001284244, intron 2 of 2)	1100	NM_001284244	5368	Hs.88218	NM_006228	ENSG00000168081	PNOC	N/OFQ|NOP|OFQ|PPNOC|ppN/OFQ	prepronociceptin	protein-coding
chr1-22	chr1	172596967	172597421	+	162.5	0.957	Intergenic	Intergenic	-30954	NM_001302746	356	Hs.2007	NM_000639	ENSG00000117560	FASLG	ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A	Fas ligand	protein-coding
chr22-7	chr22	21368474	21368928	+	162.5	0.944	promoter-TSS (NR_003608)	promoter-TSS (NR_003608)	-125	NR_003608	113691	Hs.585006	NR_003608	ENSG00000161149	TUBA3FP	-	tubulin alpha 3f pseudogene	pseudo
chr19-27	chr19	18527560	18528014	+	161.3	0.949	Intergenic	CpG	-2421	NM_001009998	170463	Hs.515259	NM_032627	ENSG00000130511	SSBP4	-	single stranded DNA binding protein 4	protein-coding
chr10-15	chr10	134775581	134776035	+	161.3	0.933	promoter-TSS (NR_125763)	promoter-TSS (NR_125763)	-67	NR_125763	103695432	Hs.680406	NR_125763	ENSG00000224758	LINC01167	TCONS_00018075	long intergenic non-protein coding RNA 1167	ncRNA
chr12-13	chr12	14004772	14005226	+	161.3	0.970	intron (NM_000834, intron 2 of 12)	intron (NM_000834, intron 2 of 12)	128291	NM_000834	2904	Hs.504844	NM_000834	ENSG00000273079	GRIN2B	EIEE27|GluN2B|MRD6|NMDAR2B|NR2B|NR3|hNR3	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding
chr7-17	chr7	1855103	1855557	+	161.3	0.970	TTS (NM_001013836)	TTS (NM_001013836)	28559	NR_039799	100616160		NR_039799	ENSG00000265089	MIR4655	-	microRNA 4655	ncRNA
chr14-14	chr14	71786722	71787176	+	160.0	0.971	promoter-TSS (NM_001354289)	promoter-TSS (NM_001354289)	-244	NM_015556	26037	Hs.654657	NM_015556	ENSG00000197555	SIPA1L1	E6TP1|SPAR1	signal induced proliferation associated 1 like 1	protein-coding
chr20-6	chr20	11899587	11900041	+	160.0	0.985	exon (NM_181443, exon 3 of 5)	exon (NM_181443, exon 3 of 5)	1273	NM_014962	22903	Hs.709366	NM_014962	ENSG00000132640	BTBD3	dJ742J24.1	BTB domain containing 3	protein-coding
chr6-7	chr6	35176806	35177260	+	160.0	0.969	Intergenic	Intergenic	-4700	NM_152753	222663	Hs.12923	NM_152753	ENSG00000146197	SCUBE3	CEGF3	signal peptide, CUB domain and EGF like domain containing 3	protein-coding
chr4-5	chr4	87374325	87374779	+	160.0	0.956	promoter-TSS (NM_002753)	promoter-TSS (NM_002753)	-204	NM_002753	5602	Hs.13438	NM_002753	ENSG00000109339	MAPK10	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	mitogen-activated protein kinase 10	protein-coding
chr7-13	chr7	128043036	128043490	+	158.7	0.970	intron (NM_001142576, intron 4 of 15)	intron (NM_001142576, intron 4 of 15)	2786	NM_001142573	3614	Hs.654401	NM_000883	ENSG00000106348	IMPDH1	IMPD|IMPD1|IMPDH-I|LCA11|RP10|sWSS2608	inosine monophosphate dehydrogenase 1	protein-coding
