PeakID (cmd=annotatePeaks.pl PDX1_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
20623	chr9	116678029	116678476	+	0	NA	intron (NM_001318042, intron 1 of 14)	intron (NM_001318042, intron 1 of 14)	39663	NM_001318042	114991	Hs.349208	NM_133374	ENSG00000157657	ZNF618	FP13169|NEDD10	zinc finger protein 618	protein-coding
20520	chr9	102451896	102453447	+	0	NA	intron (NR_109802, intron 3 of 6)	intron (NR_109802, intron 3 of 6)	129500	NR_109802	101928438	Hs.637767	NR_109802	ENSG00000237461	LOC101928438	-	uncharacterized LOC101928438	ncRNA
1686	chr1	221660873	221661726	+	0	NA	Intergenic	Intergenic	-151661	NR_024236	400804	Hs.722626	NR_024236	ENSG00000234754	C1orf140	-	uncharacterized LOC400804	ncRNA
6734	chr15	59312550	59313154	+	0	NA	intron (NM_001270530, intron 1 of 13)	intron (NM_001270530, intron 1 of 13)	32507	NM_001270530	54778	Hs.404423	NM_017610	ENSG00000157450	RNF111	ARK|hRNF111	ring finger protein 111	protein-coding
190	chr1	17929573	17930435	+	0	NA	exon (NM_001011722, exon 5 of 27)	exon (NM_001011722, exon 5 of 27)	-14804	NM_001319838	55160	Hs.443460	NM_018125	ENSG00000074964	ARHGEF10L	GrinchGEF	Rho guanine nucleotide exchange factor 10 like	protein-coding
5317	chr13	34798936	34799797	+	0	NA	Intergenic	Intergenic	-122814	NR_146542	105370158		NR_146542		LINC02343	-	long intergenic non-protein coding RNA 2343	ncRNA
5892	chr14	33743297	33743837	+	0	NA	intron (NM_173159, intron 3 of 11)	intron (NM_173159, intron 3 of 11)	335482	NM_173159	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
12316	chr3	10305441	10306243	+	0	NA	intron (NM_014760, intron 3 of 7)	HAL1|LINE|L1	15699	NM_014760	9797	Hs.475401	NM_014760	ENSG00000157014	TATDN2	-	TatD DNase domain containing 2	protein-coding
3789	chr11	106775387	106776567	+	0	NA	intron (NM_001256424, intron 4 of 8)	intron (NM_001256424, intron 4 of 8)	113225	NM_001256424	2977	Hs.24321	NM_000855	ENSG00000152402	GUCY1A2	GC-SA2|GUC1A2	guanylate cyclase 1 soluble subunit alpha 2	protein-coding
8890	chr18	57548734	57550193	+	0	NA	Intergenic	Intergenic	-17765	NM_021127	5366	Hs.96	NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
14825	chr4	171163334	171164152	+	0	NA	intron (NR_125889, intron 1 of 2)	intron (NR_125889, intron 1 of 2)	16001	NR_125889	101928223	Hs.254617	NR_125889		LINC01612	-	long intergenic non-protein coding RNA 1612	ncRNA
10659	chr2	170021512	170022534	+	0	NA	intron (NM_004525, intron 62 of 78)	intron (NM_004525, intron 62 of 78)	84406	NM_001142271	10170	Hs.179608	NM_005771	ENSG00000073737	DHRS9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4	dehydrogenase/reductase 9	protein-coding
14176	chr4	74563831	74564573	+	0	NA	Intergenic	Intergenic	-42084	NM_000584	3576	Hs.624	NM_000584	ENSG00000169429	CXCL8	GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	C-X-C motif chemokine ligand 8	protein-coding
4265	chr12	24640644	24641278	+	0	NA	intron (NM_001261414, intron 1 of 16)	intron (NM_001261414, intron 1 of 16)	74464	NM_152989	6660	Hs.434948	NM_006940	ENSG00000134532	SOX5	L-SOX5|L-SOX5B|L-SOX5F|LAMSHF	SRY-box transcription factor 5	protein-coding
8826	chr18	47807744	47808323	+	0	NA	promoter-TSS (NM_001204137)	promoter-TSS (NM_001204137)	104	NM_001204143	4152	Hs.405610	NM_002384	ENSG00000141644	MBD1	CXXC3|PCM1|RFT	methyl-CpG binding domain protein 1	protein-coding
1295	chr1	174374085	174374705	+	0	NA	intron (NM_014857, intron 13 of 20)	intron (NM_014857, intron 13 of 20)	-42707	NM_005684	9293	Hs.673850	NM_005684	ENSG00000203737	GPR52	-	G protein-coupled receptor 52	protein-coding
14169	chr4	73334288	73335192	+	0	NA	intron (NM_014243, intron 3 of 21)	intron (NM_014243, intron 3 of 21)	100198	NM_014243	9508	Hs.590919	NM_014243	ENSG00000156140	ADAMTS3	ADAMTS-4|HKLLS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein-coding
16391	chr6	14259399	14259946	+	0	NA	Intergenic	Intergenic	26013	NR_108097	102216342	Hs.563409	NR_108096	ENSG00000226673	LINC01108	LncRNA-ES1	long intergenic non-protein coding RNA 1108	ncRNA
8960	chr18	72454404	72455048	+	0	NA	intron (NM_001146189, intron 2 of 6)	intron (NM_001146189, intron 2 of 6)	111807	NM_001146189	55628	Hs.536490	NM_017757	ENSG00000215421	ZNF407	-	zinc finger protein 407	protein-coding
21127	chrX	91449945	91450615	+	0	NA	intron (NM_001168362, intron 2 of 4)	intron (NM_001168362, intron 2 of 4)	359820	NM_001168362	27328	Hs.655673	NM_014522	ENSG00000102290	PCDH11X	PCDH-X|PCDH-Y|PCDH11|PCDH11Y|PCDH22|PCDHX|PPP1R119	protocadherin 11 X-linked	protein-coding
14241	chr4	82645892	82646915	+	0	NA	Intergenic	Intergenic	-253342	NM_001300735	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
3877	chr11	115038503	115039824	+	0	NA	TTS (NM_001098517)	TTS (NM_001098517)	-165133	NR_135108	105369509	Hs.736064	NR_135108		LOC105369509	-	uncharacterized LOC105369509	ncRNA
2	chr1	856159	856754	+	0	NA	Intergenic	Intergenic	-1384	NR_026874	100130417	Hs.200644	NM_175912	ENSG00000223764	LINC02593	-	long intergenic non-protein coding RNA 2593	ncRNA
11959	chr21	48018897	48019599	+	0	NA	3' UTR (NM_006272, exon 3 of 3)	3' UTR (NM_006272, exon 3 of 3)	5747	NM_006272	6285	Hs.422181	NM_006272	ENSG00000160307	S100B	NEF|S100|S100-B|S100beta	S100 calcium binding protein B	protein-coding
13578	chr3	172779607	172780655	+	0	NA	intron (NM_031955, intron 2 of 10)	intron (NM_031955, intron 2 of 10)	78894	NM_031955	83893	Hs.444236	NM_031955	ENSG00000144962	SPATA16	NYD-SP12|SPGF6	spermatogenesis associated 16	protein-coding
998	chr1	111269435	111270205	+	0	NA	Intergenic	MIRc|SINE|MIR	-52258	NM_002232	3738	Hs.169948	NM_002232	ENSG00000177272	KCNA3	HGK5|HLK3|HPCN3|HUKIII|KV1.3|MK3|PCN3	potassium voltage-gated channel subfamily A member 3	protein-coding
9689	chr2	29491903	29492619	+	0	NA	intron (NM_004304, intron 11 of 28)	intron (NM_004304, intron 11 of 28)	-45495	NM_001353765	238	Hs.654469	NM_004304	ENSG00000171094	ALK	CD246|NBLST3	ALK receptor tyrosine kinase	protein-coding
18003	chr7	33804122	33805110	+	0	NA	Intergenic	Intergenic	-139911	NM_133468	168667	Hs.660998	NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
664	chr1	61904799	61905372	+	0	NA	intron (NM_001145512, intron 11 of 11)	intron (NM_001145512, intron 11 of 11)	-185895	NR_104180	645030	Hs.632410	NR_104180	ENSG00000237853	NFIA-AS1	-	NFIA antisense RNA 1	ncRNA
18793	chr7	139876990	139878013	+	0	NA	promoter-TSS (NM_030647)	promoter-TSS (NM_030647)	440	NR_024451	100134229	Hs.634333	NR_024451	ENSG00000260231	KDM7A-DT	JHDM1D-AS1	KDM7A divergent transcript	ncRNA
19459	chr8	75825624	75826258	+	0	NA	Intergenic	Intergenic	-70799	NM_031461	83690	Hs.436542	NM_031461	ENSG00000121005	CRISPLD1	CRISP-10|CRISP10|LCRISP1	cysteine rich secretory protein LCCL domain containing 1	protein-coding
730	chr1	68695744	68696468	+	0	NA	intron (NM_024911, intron 1 of 11)	intron (NM_024911, intron 1 of 11)	2100	NM_024911	79971	Hs.647659	NM_024911	ENSG00000116729	WLS	C1orf139|EVI|GPR177|MRP|mig-14	Wnt ligand secretion mediator	protein-coding
8997	chr18	77075381	77076355	+	0	NA	intron (NR_148360, intron 16 of 31)	intron (NR_148360, intron 16 of 31)	-80062	NM_172390	4772	Hs.534074	NM_006162	ENSG00000131196	NFATC1	NF-ATC|NF-ATc1.2|NFAT2|NFATc	nuclear factor of activated T cells 1	protein-coding
18759	chr7	135978014	135979448	+	0	NA	Intergenic	Intergenic	-316624	NM_001128619	767558	Hs.602015	NM_001128619	ENSG00000267697	LUZP6	MPD6|MTPNUT	leucine zipper protein 6	protein-coding
14318	chr4	87816519	87817558	+	0	NA	Intergenic	Intergenic	-3463	NM_001369888	132989	Hs.339646	NM_144645	ENSG00000163633	C4orf36	-	chromosome 4 open reading frame 36	protein-coding
137	chr1	11352277	11353281	+	0	NA	intron (NM_001330349, intron 2 of 2)	intron (NM_001330349, intron 2 of 2)	19524	NM_001330349	29914	Hs.522933	NM_013319	ENSG00000120942	UBIAD1	SCCD|TERE1	UbiA prenyltransferase domain containing 1	protein-coding
15455	chr5	74743835	74744645	+	0	NA	intron (NM_031361, intron 3 of 16)	intron (NM_031361, intron 3 of 16)	63214	NM_005713	10087	Hs.270437	NM_005713	ENSG00000113163	CERT1	CERT|CERTL|COL4A3BP|GPBP|MRD34|STARD11	ceramide transporter 1	protein-coding
20147	chr9	28856334	28856915	+	0	NA	intron (NM_001354574, intron 2 of 5)	L2b|LINE|L2	7080	NR_030597	100126310		NR_030597	ENSG00000215966	MIR876	MIRN876|hsa-mir-876|mir-876	microRNA 876	ncRNA
12282	chr3	3017752	3018346	+	0	NA	intron (NM_001206955, intron 12 of 23)	intron (NM_001206955, intron 12 of 23)	84150	NM_001206956	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
17967	chr7	28754024	28754738	+	0	NA	intron (NM_001011666, intron 1 of 6)	intron (NM_001011666, intron 1 of 6)	28631	NM_001011666	9586	Hs.437075	NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
6478	chr14	105956867	105957716	+	0	NA	promoter-TSS (NM_001367178)	promoter-TSS (NM_001367178)	-292	NM_001367178	283643	Hs.720306	NM_173608	ENSG00000185347	TEDC1	C14orf80	tubulin epsilon and delta complex 1	protein-coding
10343	chr2	113982468	113983228	+	0	NA	intron (NM_013992, intron 7 of 8)	intron (NM_013992, intron 7 of 8)	-10256	NR_047570	654433	Hs.656660	NR_015377	ENSG00000189223	PAX8-AS1	-	PAX8 antisense RNA 1	ncRNA
1357	chr1	179730171	179731200	+	0	NA	intron (NM_001329719, intron 1 of 4)	intron (NM_001329719, intron 1 of 4)	18259	NM_001329712	148753	Hs.400696	NM_173509	ENSG00000143340	FAM163A	C1orf76|NDSP	family with sequence similarity 163 member A	protein-coding
5758	chr13	109499045	109499767	+	0	NA	intron (NM_015011, intron 10 of 34)	intron (NM_015011, intron 10 of 34)	217447	NM_001198950	23026	Hs.656587	NM_015011	ENSG00000041515	MYO16	MYAP3|MYR8|Myo16b|NYAP3|PPP1R107	myosin XVI	protein-coding
279	chr1	25875605	25876455	+	0	NA	intron (NM_015627, intron 1 of 8)	intron (NM_015627, intron 1 of 8)	5954	NM_015627	26119	Hs.590911	NM_015627	ENSG00000157978	LDLRAP1	ARH|ARH1|ARH2|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding
7059	chr15	93230299	93231176	+	0	NA	Intergenic	Intergenic	-31732	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
6899	chr15	73326299	73327213	+	0	NA	Intergenic	Intergenic	-18048	NM_002499	4756	Hs.388613	NM_002499	ENSG00000067141	NEO1	IGDCC2|NGN|NTN1R2	neogenin 1	protein-coding
1329	chr1	177402899	177403585	+	0	NA	Intergenic	Intergenic	82520	NR_126001	102724661	Hs.146628	NR_126001		LINC01645	-	long intergenic non-protein coding RNA 1645	ncRNA
19742	chr8	120082364	120083033	+	0	NA	intron (NM_006438, intron 1 of 5)	CT-rich|Low_complexity|Low_complexity	-1677	NR_134297	101927513	Hs.676598	NR_134297	ENSG00000254278	LOC101927513	-	uncharacterized LOC101927513	ncRNA
18917	chr7	157153014	157153747	+	0	NA	intron (NM_058246, intron 2 of 9)	intron (NM_058246, intron 2 of 9)	23682	NM_005494	10049	Hs.490745	NM_005494	ENSG00000105993	DNAJB6	DJ4|DnaJ|HHDJ1|HSJ-2|HSJ2|LGMD1D|LGMD1E|LGMDD1|MRJ|MSJ-1	DnaJ heat shock protein family (Hsp40) member B6	protein-coding
20561	chr9	108824588	108825242	+	0	NA	Intergenic	HAL1|LINE|L1	368093	NM_018112	55151	Hs.411925	NM_018112	ENSG00000095209	TMEM38B	C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1	transmembrane protein 38B	protein-coding
10312	chr2	106729510	106730382	+	0	NA	intron (NM_025076, intron 9 of 14)	L1ME4a|LINE|L1	25391	NM_001253876	80146	Hs.469561	NM_025076	ENSG00000115652	UXS1	SDR6E1|UGD	UDP-glucuronate decarboxylase 1	protein-coding
3584	chr11	76629942	76630558	+	0	NA	intron (NM_001300953, intron 1 of 9)	intron (NM_001300953, intron 1 of 9)	58288	NM_001300953	55331	Hs.23862	NM_018367	ENSG00000078124	ACER3	APHC|PHCA|PLDECO	alkaline ceramidase 3	protein-coding
10944	chr2	210368949	210369448	+	0	NA	intron (NM_001039538, intron 1 of 14)	intron (NM_001039538, intron 1 of 14)	-74862	NM_001363913	4133	Hs.368281	NM_002374	ENSG00000078018	MAP2	MAP-2|MAP2A|MAP2B|MAP2C	microtubule associated protein 2	protein-coding
19878	chr8	135520646	135521568	+	0	NA	intron (NM_001174158, intron 13 of 13)	L4|LINE|RTE	-89207	NR_002438	594840	Hs.626298	NR_002438	ENSG00000248492	ZFAT-AS1	NCRNA00070|SAS-ZFAT|ZFAT-AS|ZFATAS	ZFAT antisense RNA 1	ncRNA
17749	chr7	6425461	6426298	+	0	NA	intron (NM_006908, intron 1 of 5)	intron (NM_006908, intron 1 of 5)	11721	NM_006908	5879	Hs.413812	NM_006908	ENSG00000136238	RAC1	MIG5|MRD48|Rac-1|TC-25|p21-Rac1	Rac family small GTPase 1	protein-coding
7220	chr16	12519772	12520849	+	0	NA	intron (NM_032167, intron 18 of 20)	intron (NM_032167, intron 18 of 20)	-293868	NR_039869	100616195		NR_039869	ENSG00000264733	MIR4718	-	microRNA 4718	ncRNA
4170	chr12	12008704	12009809	+	0	NA	intron (NM_001987, intron 4 of 7)	MamSINE1|SINE|tRNA	-193539	NM_001370268	79370	Hs.210343	NM_030766	ENSG00000121380	BCL2L14	BCLG	BCL2 like 14	protein-coding
17750	chr7	6656982	6657644	+	0	NA	intron (NM_001353546, intron 2 of 2)	intron (NM_001353546, intron 2 of 2)	2072	NM_001353546	54753	Hs.592170	NM_017560	ENSG00000236609	ZNF853	-	zinc finger protein 853	protein-coding
1182	chr1	162645904	162646628	+	0	NA	intron (NM_001354983, intron 2 of 17)	L2b|LINE|L2	44012	NM_001014796	4921	Hs.275757	NM_006182	ENSG00000162733	DDR2	MIG20a|NTRKR3|TKT|TYRO10|WRCN	discoidin domain receptor tyrosine kinase 2	protein-coding
16457	chr6	19137209	19138435	+	0	NA	intron (NR_110860, intron 5 of 10)	intron (NR_110860, intron 5 of 10)	42889	NR_110860	101928519	Hs.551771	NR_110860		LOC101928519	-	uncharacterized LOC101928519	ncRNA
13235	chr3	124691012	124691857	+	0	NA	intron (NM_020733, intron 16 of 16)	intron (NM_020733, intron 16 of 16)	-37839	NM_033049	56667	Hs.5940	NM_033049	ENSG00000173702	MUC13	DRCC1|MUC-13	mucin 13, cell surface associated	protein-coding
9055	chr19	4772051	4773173	+	0	NA	TTS (NR_027148)	TTS (NR_027148)	1930	NR_029607	407045		NR_029607	ENSG00000207630	MIR7-3	MIRN7-3|hsa-mir-7-3|mir-7-3	microRNA 7-3	ncRNA
13614	chr3	176967020	176967600	+	0	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	-44920	NR_047465	100820709	Hs.518409	NR_047465	ENSG00000203645	LINC00501	-	long intergenic non-protein coding RNA 501	ncRNA
14865	chr4	177157634	177158529	+	0	NA	intron (NM_080874, intron 1 of 6)	intron (NM_080874, intron 1 of 6)	32292	NM_080874	140458	Hs.591712	NM_080874	ENSG00000164122	ASB5	ASB-5	ankyrin repeat and SOCS box containing 5	protein-coding
10596	chr2	163262573	163263435	+	0	NA	intron (NM_033272, intron 9 of 15)	intron (NM_033272, intron 9 of 15)	62126	NM_001330270	25801	Hs.377894	NM_012198	ENSG00000115271	GCA	GCL	grancalcin	protein-coding
12449	chr3	27576522	27577353	+	0	NA	Intergenic	Intergenic	-51062	NM_001321103	9497	Hs.250072	NM_003615	ENSG00000033867	SLC4A7	NBC2|NBC3|NBCN1|SBC2|SLC4A6	solute carrier family 4 member 7	protein-coding
20753	chr9	133568741	133569576	+	0	NA	promoter-TSS (NM_014285)	promoter-TSS (NM_014285)	-9	NM_014285	23404	Hs.654643	NM_014285	ENSG00000130713	EXOSC2	RRP4|Rrp4p|SHRF|hRrp4p|p7	exosome component 2	protein-coding
6664	chr15	48027504	48028183	+	0	NA	intron (NM_153617, intron 1 of 17)	intron (NM_153617, intron 1 of 17)	17157	NM_153619	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
2175	chr10	29204601	29205737	+	0	NA	Intergenic	Intergenic	69832	NM_001278522	283080		NM_001278522		C10orf126	bA492M23.1	chromosome 10 open reading frame 126	protein-coding
6635	chr15	44728417	44729048	+	0	NA	intron (NM_016396, intron 1 of 12)	MIRc|SINE|MIR	8905	NM_016396	51496	Hs.497967	NM_016396	ENSG00000137770	CTDSPL2	HSPC058|HSPC129	CTD small phosphatase like 2	protein-coding
2306	chr10	60651540	60652330	+	0	NA	Intergenic	Intergenic	-107343	NR_108046	100507008	Hs.170953	NR_108046		LINC00844	-	long intergenic non-protein coding RNA 844	ncRNA
2495	chr10	77647517	77648897	+	0	NA	intron (NR_131178, intron 3 of 7)	intron (NR_131178, intron 3 of 7)	105688	NM_032024	83938	Hs.118161	NM_032024	ENSG00000148655	LRMDA	C10orf11|CDA017	leucine rich melanocyte differentiation associated	protein-coding
14380	chr4	96396744	96397550	+	0	NA	intron (NM_003728, intron 1 of 15)	intron (NM_003728, intron 1 of 15)	72977	NM_003728	8633	Hs.388565	NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
15808	chr5	123121135	123122497	+	0	NA	Intergenic	Intergenic	240705	NM_001270572	1456	Hs.129206	NM_004384	ENSG00000151292	CSNK1G3	CKI-gamma 3|CSNK1G3L	casein kinase 1 gamma 3	protein-coding
12788	chr3	69019868	69020649	+	0	NA	Intergenic	Intergenic	-38497	NM_001005527	151647	Hs.187873	NM_182522	ENSG00000163377	TAFA4	FAM19A4|TAFA-4	TAFA chemokine like family member 4	protein-coding
820	chr1	84944451	84945503	+	0	NA	promoter-TSS (NM_025065)	promoter-TSS (NM_025065)	28	NM_025065	80135	Hs.481202	NM_025065	ENSG00000117133	RPF1	BXDC5	ribosome production factor 1 homolog	protein-coding
19613	chr8	100845906	100846632	+	0	NA	intron (NM_152564, intron 52 of 61)	intron (NM_152564, intron 52 of 61)	59666	NM_004374	1345	Hs.351875	NM_004374	ENSG00000164919	COX6C	-	cytochrome c oxidase subunit 6C	protein-coding
729	chr1	68693720	68694258	+	0	NA	intron (NM_024911, intron 1 of 11)	intron (NM_024911, intron 1 of 11)	4217	NM_024911	79971	Hs.647659	NM_024911	ENSG00000116729	WLS	C1orf139|EVI|GPR177|MRP|mig-14	Wnt ligand secretion mediator	protein-coding
683	chr1	64572733	64573656	+	0	NA	intron (NR_110665, intron 3 of 3)	intron (NR_110665, intron 3 of 3)	4694	NR_110666	101927034	Hs.680824	NR_110665	ENSG00000223949	ROR1-AS1	-	ROR1 antisense RNA 1	ncRNA
16744	chr6	45298753	45299320	+	0	NA	intron (NM_001024630, intron 2 of 8)	intron (NM_001024630, intron 2 of 8)	2969	NR_103532	860	Hs.535845	NM_004348	ENSG00000124813	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	RUNX family transcription factor 2	protein-coding
2374	chr10	65028351	65029447	+	0	NA	promoter-TSS (NR_134512)	promoter-TSS (NR_134512)	84	NM_001282948	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
15452	chr5	74340006	74340548	+	0	NA	intron (NM_001366737, intron 3 of 3)	intron (NM_001366737, intron 3 of 3)	8106	NM_001366737	51301	Hs.272404	NM_016591	ENSG00000176928	GCNT4	C2GNT3|LINC01336	glucosaminyl (N-acetyl) transferase 4	protein-coding
467	chr1	42401593	42402526	+	0	NA	intron (NR_038261, intron 1 of 3)	Charlie17a|DNA|hAT-Charlie	-17466	NM_024503	59269	Hs.403972	NM_024503	ENSG00000127124	HIVEP3	KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	protein-coding
10717	chr2	178127981	178128818	+	0	NA	5' UTR (NM_001145412, exon 1 of 5)	5' UTR (NM_001145412, exon 1 of 5)	460	NM_001313900	4780	Hs.744006	NM_006164	ENSG00000116044	NFE2L2	HEBP1|IMDDHH|NRF2	nuclear factor, erythroid 2 like 2	protein-coding
6261	chr14	78028007	78028969	+	0	NA	intron (NM_004863, intron 6 of 11)	intron (NM_004863, intron 6 of 11)	54622	NM_004863	9517	Hs.435661	NM_004863	ENSG00000100596	SPTLC2	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a	serine palmitoyltransferase long chain base subunit 2	protein-coding
17918	chr7	24367374	24368237	+	0	NA	Intergenic	Intergenic	43996	NM_000905	4852	Hs.1832	NM_000905	ENSG00000122585	NPY	PYY4	neuropeptide Y	protein-coding
19019	chr8	18610869	18611719	+	0	NA	intron (NM_001362819, intron 8 of 14)	Tigger15a|DNA|TcMar-Tigger	55083	NM_206909	23362	Hs.434255	NM_015310	ENSG00000156011	PSD3	EFA6D|EFA6R|HCA67	pleckstrin and Sec7 domain containing 3	protein-coding
11405	chr20	22384261	22385412	+	0	NA	intron (NR_027090, intron 1 of 2)	intron (NR_027090, intron 1 of 2)	16445	NR_027089	284788	Hs.651993	NR_027089	ENSG00000204684	LOC284788	-	uncharacterized LOC284788	ncRNA
15785	chr5	118414790	118415770	+	0	NA	intron (NM_001290321, intron 1 of 43)	intron (NM_001290321, intron 1 of 43)	8498	NM_001349239	1657	Hs.181042	NM_005509	ENSG00000172869	DMXL1	-	Dmx like 1	protein-coding
18478	chr7	104621536	104622131	+	0	NA	TTS (NR_039981)	TTS (NR_039981)	9779	NR_039981	100216546	Hs.369356	NR_039981		LINC01004	-	long intergenic non-protein coding RNA 1004	ncRNA
518	chr1	47943712	47944452	+	0	NA	Intergenic	Intergenic	-41093	NR_126355	102724077	Hs.159718	NR_126355		LINC01389	-	long intergenic non-protein coding RNA 1389	ncRNA
3927	chr11	117703653	117704725	+	0	NA	intron (NM_001243598, intron 6 of 9)	intron (NM_001243598, intron 6 of 9)	-5385	NM_021603	486	Hs.731865	NM_001680	ENSG00000137731	FXYD2	ATP1G1|HOMG2	FXYD domain containing ion transport regulator 2	protein-coding
2603	chr10	88073245	88074279	+	0	NA	intron (NM_017551, intron 2 of 15)	intron (NM_017551, intron 2 of 15)	-49217	NR_029907	442911		NR_029907	ENSG00000199104	MIR346	MIRN346|hsa-mir-346|miR-346|miRNA346	microRNA 346	ncRNA
5714	chr13	102398720	102400073	+	0	NA	intron (NM_001321942, intron 4 of 5)	intron (NM_001321942, intron 4 of 5)	169599	NM_004115	2259	Hs.508616	NM_004115	ENSG00000102466	FGF14	FGF-14|FHF-4|FHF4|SCA27	fibroblast growth factor 14	protein-coding
4501	chr12	57881448	57882019	+	0	NA	promoter-TSS (NM_004990)	promoter-TSS (NM_004990)	-118	NM_004990	4141	Hs.632707	NM_004990	ENSG00000166986	MARS	CMT2U|ILFS2|ILLD|METRS|MRS|MTRNS|SPG70	methionyl-tRNA synthetase	protein-coding
18388	chr7	93895370	93896225	+	0	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	125707	NR_147206	101927525	Hs.571263	NR_147206		COL1A2-AS1	TCONS_00013888|lncRNA8975-1	COL1A2 antisense RNA 1	ncRNA
18160	chr7	56141857	56142728	+	0	NA	exon (NM_001130069, exon 5 of 8)	exon (NM_001130069, exon 5 of 8)	10313	NM_001042468	25870	Hs.279696	NM_015411	ENSG00000129103	SUMF2	pFGE	sulfatase modifying factor 2	protein-coding
16368	chr6	11362556	11363467	+	0	NA	intron (NM_001142393, intron 1 of 7)	intron (NM_001142393, intron 1 of 7)	19570	NM_001142393	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
